,date,value
1144,20221027,794.0
1145,20221028,793.0
1146,20221029,788.0
1147,20221030,774.285714
1148,20221031,775.714286
1149,20221101,768.333333
1150,20221102,770.0
1151,20221103,784.285714
1152,20221104,793.333333
1153,20221105,791.666667
1154,20221106,788.0
1155,20221107,785.0
1156,20221108,780.0
1157,20221109,776.0
1158,20221110,778.333333
1159,20221111,804.0
1160,20221112,803.75
1161,20221113,798.181818
1162,20221114,792.5
1163,20221115,791.25
1164,20221116,792.0
1165,20221117,792.5
1166,20221118,796.0
1167,20221119,798.888889
1168,20221120,792.5
1169,20221121,790.0
1170,20221122,791.428571
1171,20221123,797.5
1172,20221124,772.0
1173,20221125,753.75
1174,20221126,767.0
1175,20221127,776.363636
1176,20221128,768.0
1177,20221129,771.666667
1178,20221130,780.0
1179,20221201,764.0
1180,20221202,768.0
1181,20221203,765.714286
1182,20221204,767.142857
1183,20221205,795.0
1184,20221206,744.444444
1185,20221207,771.25
1186,20221208,783.333333
1187,20221209,730.0
1188,20221210,797.5
1189,20221211,784.0
1190,20221212,792.0
1191,20221213,788.333333
1192,20221214,788.0
1193,20221215,801.25
1194,20221216,781.0
1195,20221217,808.571429
1196,20221218,782.5
1197,20221219,777.5
1198,20221220,774.444444
1199,20221221,778.0
1200,20221222,780.0
1201,20221223,790.0
1202,20221224,745.0
1203,20221225,784.0
1204,20221226,770.0
1205,20221227,777.142857
1206,20221228,775.714286
1207,20221229,780.0
1208,20221230,796.0
1209,20221231,796.25
1210,20230101,775.833333
